2026-09-08T13:09:06.2458883Z	1	1	
2026-09-08T13:09:07.4752731Z	1	1	
2026-09-08T13:09:08.5933853Z	1	1	
2026-09-08T13:09:09.7106365Z	1	1	
2026-09-08T13:09:10.8280078Z	1	1	
2026-09-08T13:09:11.9456480Z	1	1	
2026-09-08T13:09:13.8108368Z	1	1	
2026-09-08T13:09:15.6492534Z	1	1	
2026-09-08T13:09:17.2327790Z	1	1	
2026-09-08T13:09:18.8349829Z	1	1	
2026-09-08T13:09:20.8695762Z	1	1	
2026-09-08T13:09:23.2716258Z	1	1	
2026-09-08T13:09:26.4090417Z	1	1	
2026-09-08T13:09:28.8505155Z	1	1	
2026-09-08T13:09:30.7100181Z	1	1	
2026-09-08T13:09:33.8304375Z	1	1	
2026-09-08T13:09:37.4830120Z	-1	-1	WebException:Timeout
2026-09-08T13:09:41.5366227Z	1	1	
2026-09-08T13:09:43.9876484Z	1	1	
2026-09-08T13:09:45.8233647Z	1	1	
2026-09-08T13:09:48.3921778Z	1	1	
2026-09-08T13:09:51.0443338Z	1	1	
2026-09-08T13:09:52.1625232Z	1	1	
2026-09-08T13:09:53.2789097Z	1	1	
2026-09-08T13:09:54.7143904Z	1	1	
2026-09-08T13:09:55.8325239Z	1	1	
2026-09-08T13:09:56.9491476Z	1	1	
2026-09-08T13:09:58.0597155Z	1	1	
2026-09-08T13:09:59.1845706Z	1	1	
2026-09-08T13:10:00.3018771Z	1	1	
2026-09-08T13:10:01.4193520Z	1	1	
2026-09-08T13:10:02.5539477Z	1	1	
2026-09-08T13:10:03.6734130Z	1	1	
2026-09-08T13:10:04.7895770Z	1	1	
2026-09-08T13:10:05.9070636Z	1	1	
2026-09-08T13:10:07.0252206Z	1	1	
2026-09-08T13:10:08.1424427Z	1	1	
2026-09-08T13:10:09.2596903Z	1	1	
2026-09-08T13:10:10.3771521Z	1	1	
2026-09-08T13:10:11.4939192Z	1	1	
2026-09-08T13:10:12.6121912Z	1	1	
2026-09-08T13:10:13.7463581Z	1	1	
2026-09-08T13:10:14.8639826Z	1	1	
2026-09-08T13:10:15.9820561Z	1	1	
2026-09-08T13:10:17.0995176Z	1	1	
2026-09-08T13:10:18.2340288Z	1	1	
2026-09-08T13:10:19.3517058Z	1	1	
2026-09-08T13:10:20.4839323Z	1	1	
2026-09-08T13:10:21.6200514Z	1	1	
2026-09-08T13:10:22.7376134Z	1	1	
2026-09-08T13:10:23.8549547Z	1	1	
2026-09-08T13:10:24.9856941Z	1	1	
2026-09-08T13:10:26.1230673Z	1	1	
2026-09-08T13:10:27.2579894Z	1	1	
2026-09-08T13:10:28.3757603Z	1	1	
2026-09-08T13:10:29.4915887Z	1	1	
2026-09-08T13:10:30.6099868Z	1	1	
2026-09-08T13:10:31.7276184Z	1	1	
2026-09-08T13:10:32.8593740Z	1	1	
2026-09-08T13:10:33.9795672Z	1	1	
2026-09-08T13:10:35.1033502Z	1	1	
2026-09-08T13:10:36.2274756Z	1	1	
2026-09-08T13:10:37.3642275Z	1	1	
2026-09-08T13:10:38.4816693Z	1	1	
2026-09-08T13:10:39.6175266Z	1	1	
2026-09-08T13:10:40.7336293Z	0	1	
2026-09-08T13:10:41.8366861Z	0	1	
2026-09-08T13:10:42.9547872Z	1	1	
2026-09-08T13:10:44.1051710Z	1	1	
2026-09-08T13:10:45.2226474Z	1	1	
2026-09-08T13:10:46.3388594Z	1	1	
2026-09-08T13:10:47.4632263Z	1	1	
2026-09-08T13:10:48.5725485Z	1	1	
2026-09-08T13:10:49.6927913Z	1	1	
2026-09-08T13:10:50.8087024Z	1	1	
2026-09-08T13:10:51.9265484Z	1	1	
2026-09-08T13:10:53.0432844Z	1	1	
2026-09-08T13:10:54.1631026Z	1	1	
2026-09-08T13:10:55.2809473Z	1	1	
2026-09-08T13:10:56.3984509Z	1	1	
2026-09-08T13:10:57.5156144Z	1	1	
2026-09-08T13:10:58.6497729Z	1	1	
2026-09-08T13:10:59.7687313Z	1	1	
2026-09-08T13:11:00.9017715Z	1	1	
2026-09-08T13:11:02.0203995Z	1	1	
2026-09-08T13:11:03.1525630Z	1	1	
2026-09-08T13:11:04.2715217Z	1	1	
2026-09-08T13:11:05.3879223Z	1	1	
2026-09-08T13:11:06.5221210Z	1	1	
2026-09-08T13:11:07.6405230Z	1	1	
2026-09-08T13:11:08.7583115Z	1	1	
2026-09-08T13:11:09.8758579Z	1	1	
2026-09-08T13:11:11.0087236Z	1	1	
2026-09-08T13:11:12.1276288Z	1	1	
2026-09-08T13:11:13.2451408Z	1	1	
2026-09-08T13:11:14.3629942Z	1	1	
2026-09-08T13:11:15.4791805Z	1	1	
2026-09-08T13:11:16.5992306Z	1	1	
2026-09-08T13:11:17.8157468Z	1	1	
2026-09-08T13:11:18.9493188Z	1	1	
2026-09-08T13:11:20.0683252Z	1	1	
2026-09-08T13:11:21.1867124Z	1	1	
2026-09-08T13:11:22.3032879Z	1	1	
2026-09-08T13:11:23.4203096Z	1	1	
2026-09-08T13:11:24.5379820Z	1	1	
2026-09-08T13:11:25.6558508Z	1	1	
2026-09-08T13:11:26.7733492Z	1	1	
2026-09-08T13:11:27.8878959Z	1	1	
2026-09-08T13:11:29.0088584Z	1	1	
2026-09-08T13:11:30.1256948Z	1	1	
2026-09-08T13:11:31.2599431Z	1	1	
2026-09-08T13:11:32.3947687Z	1	1	
2026-09-08T13:11:33.5122926Z	1	1	
2026-09-08T13:11:34.8965734Z	1	1	
2026-09-08T13:11:36.0146214Z	1	1	
2026-09-08T13:11:37.1313843Z	1	1	
2026-09-08T13:11:38.5664621Z	1	1	
2026-09-08T13:11:39.6843359Z	1	1	
2026-09-08T13:11:40.7998509Z	1	1	
2026-09-08T13:11:41.9189031Z	1	1	
2026-09-08T13:11:43.0365705Z	1	1	
2026-09-08T13:11:44.1695250Z	1	1	
2026-09-08T13:11:45.2888836Z	1	1	
2026-09-08T13:11:46.4028874Z	1	1	
2026-09-08T13:11:47.5239681Z	1	1	
2026-09-08T13:11:48.6410236Z	1	1	
